policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211002534,KOR,Annual,"Renewable Portfolio Standard (RPS) Republic of Korea (2012)","Renewable Portfolio Standard (RPS)",Country,,"Republic of Korea",,,"Green certificates, Market-based instruments, Obligation schemes","Electricity and heat, Renewables","""The RPS is a system that enforces power producers to supply a certain amount of the total power generation by new and renewable energy. England, Sweden, Canada and Australia introduced the RPS and are running the system. Applicable area in RPS PV, wind power, hydro power, fuel cell, ocean energy, bio energy and other energy prescribed by Korean government."" (Kemco, )",Renewables,,"In force",2012,,,High,Mitigation,"http://www.renewableenergyfocus.com/view/31556/factfile-rps-framework-drives-south-korean-market/
http://www.iflr.com/Article/3072471/Introduction-of-RPS-and-phase-out-of-FIT-in-renewable-energy-policy.html",,,,,,
211001184,KOR,Annual,"Five-Year Plan for Developing Environmentally-Friendly Agriculture Republic of Korea (2001)","Five-Year Plan for Developing Environmentally-Friendly Agriculture",Country,,"Republic of Korea",,,"Strategic planning","Agriculture and forestry, Agricultural N2O",,"Energy service demand reduction and resource efficiency, Non-energy use",,"In force",2001,2001,,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211002190,KOR,Annual,"One Million Green Homes Republic of Korea (2004)","One Million Green Homes",Country,,"Republic of Korea",,,"Grants and subsidies","Buildings, Heating and cooling, Hot water and cooking","""The government of Korea is committed to the One Million Green Homes project to replace
existing energy sources with renewable energy, such as solar and geothermal, by 2020. For residential buildings installing new & renewable energy facilities, up to 50 percent of the installation cost is being funded (within 80% for fuel cells). One neighborhood with more than ten participating homes is being encouraged to register in the effort to build green villages. For the 100,000 Solar-roof Project, which was launched in 2004, KRW 372 billion was provided and a total of 73,721 houses are currently using solar energy."" (UNFCCC, 2011)
Home subsidy program: ""In an effort to encourage NRE deployment, the government has initiated a program which was called ‘1 million green homes program’. The offical name has been changed from “1 million green homes program” to “Home subsidy program” since 2013. This is one kind of subsidy program to facilitate installing NRE facilities in residential areas such as private houses, multi-family houses and public rental houses"" (Kemco, 2014)",Renewables,,Ended,2004,,2020,unclear,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211003287,KOR,Annual,"Local Incentives for Electric Vehicles Republic of Korea (2016)","Local Incentives for Electric Vehicles",Country,,"Republic of Korea",,,"Fiscal or financial incentives, Grants and subsidies","Transport, Low-emissions mobility","The buyer of an electric car can receive subsidies from the state, as well as a tax reduction and 4 million won for the installation of a fast charger. The buyer can also benefit from a 8 million won of local subsidies. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",,"In force",2016,,,Unknown,Mitigation,https://www.iea.org/policies/6688-local-incentives-for-electric-vehicles?country=Korea&qs=korea,,,,,,
230206124,KOR,Annual,"Agriculture and Food Carbon Neutral Action Plan Republic of Korea (2022)","Agriculture and Food Carbon Neutral Action Plan",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target","Agriculture and forestry","This policy aims to reduce total emissions in the non-energy sectors by 28.3% by 2050 compared with 2018 estimates. It includes targets to reduce emissions from rice production by 0.54 MtCO2e, fertilizer use by 2.25 MtCO2e, and livestock waste treatments by 2.25 MtCO2e","Non-energy use",,"In force",2022,,,High,Mitigation,"Greenhouse gas mitigation scenarios for major emitting countries (newclimate.org)",25/01/2023,,,,,
211003291,KOR,Annual,"Carbon Sinks Improvement Master Plan Republic of Korea (2015)","Carbon Sinks Improvement Master Plan",Country,,"Republic of Korea",,,"Strategic planning","Agriculture and forestry","""Includes policies to control deforestation or promote aff orestation, such as restoring damaged forests."" --> Brown to Green 2019 p.12","Non-energy use",,Ended,2015,,,Unknown,Mitigation,"https://www.climate-transparency.org/g20-climate-performance/g20report2019#1531904804037-423d5c88-a7a7
https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8925.pdf",,,,,,
211002243,KOR,Annual,"Package of Measures to Address Climate Change Republic of Korea (2007)","Package of Measures to Address Climate Change",Country,,"Republic of Korea",,,"White certificates, Strategic planning","Electricity and heat, Renewables",,Renewables,,Superseded,2007,,,Unknown,Mitigation,,,,,,,
220205776,KOR,Annual,"Framework Act on Carbon Neutrality and Green Growth Republic of Korea (2021)","Framework Act on Carbon Neutrality and Green Growth",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"This policy enshrines into law South Korea's 2050 climate neutrality target. According to the CAT, ""The Act introduces a climate impact assessment, which is aimed to assess the climate impacts of major national plans and development projects. Emissions reductions targets will now be integrated into national budget planning through the climate-responsive budgeting program. The Act also sets up a climate response fund, which will be used to support the structural transformation of carbon-intense industries.""","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2021,2021,2050,,Mitigation,"https://climateactiontracker.org/countries/south-korea/policies-action/
https://www.law.go.kr/LSW/lsInfoP.do?efYd=20220325&lsiSeq=235581#0000",01/01/2022,,,,,
211001068,KOR,Annual,"Establishment Plan of Short Rotation Forests for Biomass Production Republic of Korea (2009)","Establishment Plan of Short Rotation Forests for Biomass Production",Country,,"Republic of Korea",,,"Policy support, Product standards, Sectoral standards","Agriculture and forestry, Forestry","For the purpose of creating short rotation forests for biomass production over 100,000 ha by 2020, the Establishment Plan of Short Rotation Forests for Biomass Production was established in 2009. About 6,116 ha of short rotation forests
for biomass production have been established through fast growing species such as the tulip tree and various other types of poplars as of 2009. (Source: http://unfccc.int/resource/docs/natc/kornc3.pdf)","Energy service demand reduction and resource efficiency, Non-energy use, Renewables",,"In force",2009,2020,,Unknown,"Energy access",http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211003289,KOR,Annual,"Subsidies for EV Purchase Republic of Korea (2015)","Subsidies for EV Purchase",Country,,"Republic of Korea",,,"Fiscal or financial incentives, Grants and subsidies","Transport, Low-emissions mobility","Subsidy per vehicle (2016, 2017) (unit : KRW)
- [government] BEV 14,000,000, PHEV 5,000,000, HEV 1,000,000, FCV 27,500,000
- [local] additional 3,000,000-12,000,000 ('16 : 3,000,000~8,000,000) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",,"In force",2015,,,Unknown,Mitigation,https://www.iea.org/policies/3264-subsidy-per-vehicle?country=Korea&qs=korea,,,,,,
211000449,KOR,Annual,"Clean Air Conservation Act Republic of Korea (1990)","Clean Air Conservation Act",Country,,"Republic of Korea",,,"Policy support",General,,"Energy service demand reduction and resource efficiency, Renewables, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",1990,,,Unknown,"Air pollution",http://transportpolicy.net/index.php?title=South_Korea:_Air_Quality_Standards,,,,,,
211000797,KOR,Annual,"Electricity Business Act Republic of Korea (1990)","Electricity Business Act",Country,,"Republic of Korea",,,"Grid access and priority for renewables, Fiscal or financial incentives, Obligation schemes","Electricity and heat, Renewables",Legislative,Renewables,,"In force",1990,,,Unknown,Mitigation,https://climate-laws.org/geographies/south-korea/laws/electricity-utility-act,,,,,,
211002331,KOR,Annual,"Promotion Law of New and Renewable Energy Development Republic of Korea (1987)","Promotion Law of New and Renewable Energy Development",Country,,"Republic of Korea",,,"Policy support","Electricity and heat, Renewables",,"Renewables, Non-energy use",,Superseded,1987,,2004,Unknown,Mitigation,http://english.motie.go.kr/en/tp/alltopics/bbs/bbsView.do?bbs_cd_n=3&bbs_seq_n=19,,,,,,
211000417,KOR,Annual,"Carbon labelling for cars and appliances Republic of Korea (2008)","Carbon labelling for cars and appliances",Country,,"Republic of Korea",,,"Comparison label, Other mandatory requirements","Transport, Buildings, Light-duty vehicles, Heavy-duty vehicles, Appliances",,"Energy service demand reduction and resource efficiency, Energy efficiency",,"In force",2008,,,Unknown,Mitigation,http://www.kemco.or.kr/nd_file/kemco_eng/KoreaEnergyStandards&Labeling.pdf,,,,,,
211002526,KOR,Annual,"Renewable Fuel Standard (2015-2020) Republic of Korea (2013)","Renewable Fuel Standard (2015-2020)",Country,,"Republic of Korea",,,"Obligation schemes","Transport, Heavy-duty vehicles, Light-duty vehicles","RFS mandates oil refiners and oil importers and exporters to blend certain amount of new and renewable energy fuel into their transportation fuels. Mandatory RFS: The 2nd Medium and Long-Term Biodiesel Promotion Plan was established in 2010 and the oil tax exemption ended in 2011. It has become mandatory to mix biodiesel for 2~5% of the total transportation fuel since 2012 under the Notification on Quality of Diesel of Petroleum and Petroleum Substitute Fuel Business Act (Dec 30, 2011).
Target
- 3% biodiesel blending by 2020",Renewables,,Ended,2013,2015,2020,High,Mitigation,https://www.ieabioenergy.com/wp-content/uploads/2018/10/CountryReport2018_Korea_final.pdf,,,,,,
211003346,KOR,Annual,"9th Basic Plan for Long-Term Electricity Supply and Demand 2020-2034 Republic of Korea (2020)","9th Basic Plan for Long-Term Electricity Supply and Demand 2020-2034",Country,,"Republic of Korea",,,"Strategic planning, Renewable energy target","Electricity and heat","The plan for the nation's ninth basic energy policy for the years 2020-2034 calls for raising the share of renewable energy out of its power generation to 40 percent by 2034 from the current 15.1 percent.
The Ninth Electricity Plan aims to further accelerate the transition from fossil fuels and nuclear power to renewables by generating electricity in 2034 by: 17% nuclear, 15% coal, 32.3% natural gas, and 40% renewables. The draft targets suggest significant upward revisions in shares of natural gas and renewables and a downward revision of coal shares compared to the Eighth Electricity Plan for 2030 (23.9% nuclear, 36.1% coal, 18.8% natural gas, and 20% renewables).","Other low-carbon technologies and fuel switch, Renewables",,"In force",2020,2022,2034,High,Mitigation,"https://en.yna.co.kr/view/AEN20200508002200320
https://newclimate.org/wp-content/uploads/2020/10/NewClimate_PBL-CLIMA_2020OctUpdate.pdf",08/04/2022,,,,,
211001045,KOR,Annual,"Energy-saving Building Design Standard Republic of Korea (2011)","Energy-saving Building Design Standard",Country,,"Republic of Korea",,,"Codes and standards",Buildings,,"Energy efficiency",,"In force",2011,,,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211105428,KOR,Annual,"3rd Energy Master Plan Republic of Korea (2019)","3rd Energy Master Plan",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target, Renewable energy target, Energy efficiency target",General,"This strategic policy document sets out a series of sectoral targets for 2040, as well as an economy-wide final energy consumption target. Main 2040 targets included are:
-30-35% renewable electricity generation
-Final energy consumption target of 39.2 Mtoe reduction against BAU scenario
-Energy efficiency target in industrial sector 21% reduction and 38% in the building sector against 2017 baseline
-11,420,000 Low emissions vehicles including electric and hydrogen
-1.12 trillion won in clean energy R&D","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,"In force",2019,2019,2040,High,Mitigation,https://policy.thinkbluedata.com/sites/default/files/Third%20Energy%20Master%20Plan.pdf,01/10/2021,,,,,
211003275,KOR,Annual,"Presidential Committee on Green Growth Republic of Korea (2009)","Presidential Committee on Green Growth",Country,,"Republic of Korea",,,"Coordinating body for climate strategy",General,"""The Presidential Committee on Green Growth in the Republic of Korea was established in February 2009 to follow through on the national strategy. Formed by integrating an existing sustainable development commission and two other committees on energy and climate change, the Presidential Committee is an overarching institution that reports to the country’s president on realizing the national vision of low carbon green growth. The Presidential Committee’s role:
• deliberate on the Government’s major policies and plans related to green growth and mattersconcerning the performance of such policies and plans
•coordinate appropriate central administrative agencies and local governments
•discuss various subjects relevant to pursuing green growth as a national think tank
•participate in the global green growth dialogue and international negotiations.""","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2009,,,Unknown,Mitigation,https://www.unescap.org/sites/default/files/36.%20CS-Republic-of-Korea-Presidential-Committee-on-Green-Growth.pdf,,,,,,
220205779,KOR,Annual,"First National Plan for the Development and Popularisation of Green Ships (2021-2030) Republic of Korea (2020)","First National Plan for the Development and Popularisation of Green Ships (2021-2030)",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target","Transport, Shipping","This policy sets out a target of reducing shipping emissions by 70% in 2030, and to convert 15% of Korean ships into ""green ships"". It focuses on the research and development of new low-emissions technologies for the shipping industry.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,"In force",2020,2020,2030,,Mitigation,https://www.mof.go.kr/en/board.do?menuIdx=1491&bbsIdx=31054.,01/01/2022,,,,,
211001553,KOR,Annual,"International Thermonuclear Experimental Reactor (ITER) Project Republic of Korea (2003)","International Thermonuclear Experimental Reactor (ITER) Project",Country,,"Republic of Korea",,,"Research & Development and Deployment (RD&D)","Electricity and heat, Nuclear",,"Other low-carbon technologies and fuel switch",,"In force",2003,,,Unknown,Mitigation,https://www.iter.org/proj/ITERHistory,,,,,,
211000066,KOR,Annual,"7th Basic Plan for Long-Term Electricity Supply and Demand Republic of Korea (2015)","7th Basic Plan for Long-Term Electricity Supply and Demand",Country,,"Republic of Korea",,,"Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, CCS, Coal, Gas, Nuclear, Oil, Renewables","""The Basic Plan for Long-term Electricity Supply and Demand (BPE) is prepared by the Ministry of Trade, Industry and Energy pursuant to Article 25 of the Electricity Business Act
(EBA) for a stable supply and demand of electricity. BPE is announced biennially and it is reviewed and released by the Electricity Policy Review Board pursuant to Article 15
of the Electricity Business Decree after the consultation among the Ministries, the report to the National Assembly Standing Committee, and the public hearing"".
Targets
- 11.7% renewable total generation by 2029
- 20.1% renewable generation capacity by 2029
- Annual demand reduction by 14.3% against BAU by 2029
- Peak demand reduction by 12% against BAU by 2020","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Ended,2015,2015,2019,unclear,"Mitigation, Energy security",http://www.kpx.or.kr/eng/downloadBbsFile.do?atchmnflNo=26448,,"11.7% renewable total generation , 20.1% renewable generation capacity, annual demand reduction","Share of renewables (%), Energy efficiency improvement target (%)","11.7, 14.3",", 0","2029, 2029"
211000869,KOR,Annual,"Energy Conservation Guideline for Public Institutions Republic of Korea (1997)","Energy Conservation Guideline for Public Institutions",Country,,"Republic of Korea",,,"Codes and standards, Sectoral standards",Buildings,,"Energy efficiency",,Ended,1997,,,Unknown,Mitigation,https://www.iea.org/policies/2246-energy-conservation-guideline-for-public-institutions,,,,,,
211000056,KOR,Annual,"2nd Energy Master Plan Republic of Korea (2014)","2nd Energy Master Plan",Country,,"Republic of Korea",,,"Strategic planning, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","General, Electricity and heat, Renewables","""South Korea government announced 2nd National Energy Master Plan on January 2014. The major targets are:
""- A renewables target of 5.2% in the primary energy supply by 2020 and 11% by 2035. The major increasing sources are PV and Wind energy.
""- Distributed power plants (Microgrid with Renewables, Regional energy) will supply above 15% of total electricity generation by 2035.
""- Demand reduction of 13% in the total energy demand and 15% in the electricity demand by 2035. To achieve targets, demand side management using a ICT (Information Communication Technology)-based smart grid including ESS (Energy Storage System) will be conducted. Also, tax and tariff system will be changed.
""- Reduction of carbon dioxide emission by 30% below business-as-usual (BAU) levels by 2020."" (ORNL, )
Targets
- 13% demand reduction (final energy consumption) by 2035 relative to national BAU (254.1 MToe)
- 15% demand reduction in electricity by 2035 relative to national BAU (816 TWh)","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,"In force",2014,2014,2035,unclear,"Mitigation, Adaptation","http://www.motie.go.kr/common/download.do?fid=bbs&bbs_cd_n=37&bbs_seq_n=104479&file_seq_n=1
http://web.ornl.gov/sci/ees/etsd/btric/usnt/countryReports/KOREA.pdf",,"Includes two (aspirational targets)
- 5% new/REN by 2020 and 11% new/REN TPES by 2035","Energy efficiency improvement target (%), Share of renewables (%)","13, 11","0,","2035, 2035"
211000395,KOR,Annual,"Carbon Cashbag Programme Republic of Korea (2009)","Carbon Cashbag Programme",Country,,"Republic of Korea",,,"Negotiated agreements (public-private sector), Information provision, Grants and subsidies","Buildings, Appliances","Focus on consumer choices. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency",,Ended,2009,2009,,Unknown,Mitigation,https://www.iea.org/policies/1229-carbon-cashbag-programme,,,,,,
220205778,KOR,Annual,"2030 greenhouse gas reduction roadmap Republic of Korea (2016)","2030 greenhouse gas reduction roadmap",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"This policy sets out a 2-year carbon budget for the South Korean ETS, as well as a 2030 target of reducing domestic GHG emissions to 536 MtCO2e, or 37% below BAU. The roadmapwas updated in 2018, and for the 2018-2020 period, it sets out sectoral targets and policy options to achieve its 2030 goal, focusing on improving energy efficiency of the buildings and industry sectors.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Ended,2016,2016,2020,,Mitigation,http://www.me.go.kr/home/web/board/read.do?pagerOffset=0&maxPageItems=10&maxIndexPages=10&searchKey=&searchValue=&menuId=286&orgCd=&boardId=886420&boardMasterId=1&boardCategoryId=&decorator,01/01/2022,,,,,
211003337,KOR,Annual,"3rd Master Plan for the Development and Supply of Eco-Friendly Cars Republic of Korea (2015)","3rd Master Plan for the Development and Supply of Eco-Friendly Cars",Country,,"Republic of Korea",,,"Strategic planning, Target, RD&D funding, Infrastructure investments","Transport, Low-emissions mobility","The Ministry of Trade, Industry and Energy (MOTIE) announced the ""3rd Master Plan for the Development and Supply of Eco-Friendly Cars"" on December 08. Here are the details: A total of 80,000 eco-friendly cars were produced this year, and the number will increase to 920,000 in 2020. The number of imported eco-friendly cars will also increase from 50,000 to 640,000 in the same year.","Other low-carbon technologies and fuel switch",,Ended,2015,,2020,High,Mitigation,https://english.motie.go.kr/en/pc/pressreleases/bbs/bbsView.do?bbs_cd_n=2&bbs_seq_n=413,,"Low-emissions vehicles (millions), Low-emissions vehicles (%)","Vehicle emissions standards (gCO2/km), Vehicle emissions standards (gCO2/km)","3.25, 30",",","2025, 2025"
211001905,KOR,Annual,"National CCS master action plan Republic of Korea (2010)","National CCS master action plan",Country,,"Republic of Korea",,,"Infrastructure investments, Strategic planning, Demonstration project, Technology deployment and diffusion, Technology development","Electricity and heat, CCS, Industry, Industrial energy related, Industrial process CO2","""Korean government had spent about US$ 89 million (106.9 billion Korean won) during the first decade of 2000 and has spent about US$ 120 M (138.4 billion Korean won) recent three years (2010~2012) in funding for CCS R&D. Most (approx. 80 percent) of these funds have supported several independent projects to develop CO2 capture technologies.""
""In July 2010 the presidential committee on green growth (PCGG) with five ministries (MSIP, MOTIE, MOF, ME, and MOSF) announced the national CCS master action plan. The key categories of action include: 1) innovative CCS technology development and large-scale integrated demonstrations; 2) infrastructure for CO2 transportation; 3) selection of potential storage site and development of key storage technologies; and 4) CO2 utilization.""
""The PCGG also announced that a total of US$1.9 billion will be invested to two large-scale integrated CCS demonstration projects next ten years (government share 52 percent, private share 48 percent). The Korea Electric Power Corp. (KEPCO), with its subsidiaries (five fossil-fuel power companies), has also committed US$1.1 billion in funding for CCS next ten years. KEPCO, state-run utility, is currently leading investment on CCS. Other major industries currently invest a small, but significant, portion and are willing to invest more.""
""Upon successfully completed 10-year CDRS program on March, 2012 , the MSIP with 100% funding of a total of US$ 157 million formally launched a new program “Korean CCS 2020 Project” on November 1, 2011. The Korea Carbon Capture and Sequestration R&D Center (www.kcrc.re.kr) mainly support on three topics; innovative capture technology, integration of capture and storage, and CO2 utilization. The duration of the project is 9-year from November 1, 2011 to May 31, 2020""
(Source: http://www.cslforum.org/technologyroadmap/korea.html)","Other low-carbon technologies and fuel switch",,"In force",2010,,,Unknown,Mitigation,http://www.cslforum.org/technologyroadmap/korea.html,,,,,,
220205908,KOR,Annual,"Act on the Promotion of the Development, Use and Diffusion of New and Renewable Energy (Renewable Energy Act) Republic of Korea (2021)","Act on the Promotion of the Development, Use and Diffusion of New and Renewable Energy (Renewable Energy Act) 2021",Country,,"Republic of Korea",,,"Regulatory Instruments, Obligation schemes","Electricity and heat, Renewables","The revised Act on the Promotion of the Development, Use and Diffusion of New and Renewable Energy (Renewable Energy Act), increases the minimum quota for renewables under the Renewable Portfolio Standard. Power producers with capacity over 500 MW must generate at least 25% of gross power from renewable sources by 2034.",Renewables,,"In force",2021,,,,Mitigation,https://thelawreviews.co.uk/title/the-renewable-energy-law-review/south-korea,08/04/2022,,,,,
211000106,KOR,Annual,"Act to Promote the Purchase of Environmentally Friendly Products Republic of Korea (2010)","Act to Promote the Purchase of Environmentally Friendly Products",Country,,"Republic of Korea",,,"Procurement rules",General,Legislative,"Non-energy use, Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,"In force",2010,,,Unknown,Mitigation,http://www.legco.gov.hk/yr12-13/english/sec/library/1213inc04-e.pdf,,,,,,
220205903,KOR,Annual,"The Fifth Basic Plan for Use, Supply and Technology Development of New and Renewable Energy (Fifth New and Renewable Energy Basic Plan) Republic of Korea (2020)","The Fifth Basic Plan for Use, Supply and Technology Development of New and Renewable Energy (Fifth New and Renewable Energy Basic Plan) 2020-2034",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target, Renewable energy target","Electricity and heat, Renewables","The Fifth Basic Plan for Use, Supply and Technology Development of New and Renewable Energy (Fifth New and Renewable Energy Basic Plan), outlines government plans for new and renewable energy between 2020 and 2034. New energy includes hydrogen, fuel cells, energy from liquified or gasified coal, and from gasified heavy oil. The plan targets 25.8% new and renewable power generation by 2034, 22.2% of which from renewable energy and 3.6% from new energy. These targets are reflected in the Ninth Basic Plan on Electricity Demand and Supply that was published at the same time.",Renewables,,"In force",2020,,,,Mitigation,http://english.motie.go.kr/en/pc/photonews/bbs/bbsList.do?bbs_cd_n=1&bbs_seq_n=1023,08/04/2022,,,,,
211001466,KOR,Annual,"Intended Nationally Determined Contribution - INDC Republic of Korea (2015)","Intended Nationally Determined Contribution - INDC",Country,,"Republic of Korea",,,"GHG reduction target, Political & non-binding GHG reduction target",General,"Target Emission reduction by 37% from the BAU level by 2030.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Superseded,2015,,2020,High,Mitigation,http://www4.unfccc.int/submissions/INDC/Published%20Documents/Republic%20of%20Korea/1/INDC%20Submission%20by%20the%20Republic%20of%20Korea%20on%20June%2030.pdf,,"More detailed sectoral target and its enabling policy instruments will soon follow., compared to business as usual","GHG emissions reduction (%)",37,0,2030
211003263,KOR,Annual,"Local Automobile Tax Republic of Korea (2019)","Local Automobile Tax",Country,,"Republic of Korea",,,"Energy and other taxes",Transport,"Original title: ????. Applies to gasoline and diesel at a rate of 26% of the Transportation-Energy-Environment Tax (see separate entry) (OECD 2019).","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2019,,,Unknown,Mitigation,https://www.oecd.org/tax/tax-policy/taxing-energy-use-korea.pdf,,,,,,
211001571,KOR,Annual,"Joint Communiqué of the 7th Annual APEC Conference Republic of Korea (2005)","Joint Communiqué of the 7th Annual APEC Conference",Country,,"Republic of Korea",,,"Policy support, Research & Development and Deployment (RD&D)","Electricity and heat, Renewables, CCS, Coal, Nuclear",,"Renewables, Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",2005,,,Unknown,Mitigation,https://www.mofa.go.jp/policy/economy/apec/2005/joint.html,,,,,,
211000059,KOR,Annual,"4th Comprehensive Action Plan for Climate Change Policy Republic of Korea (2008)","4th Comprehensive Action Plan for Climate Change Policy",Country,,"Republic of Korea",,,"Political & non-binding climate strategy",General,"The plan is described in South Korea's 3rd National Communication.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2008,,2010,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211002860,KOR,Annual,"The Asia-Pacific Partnership on Clean Development and Climate Republic of Korea (2005)","The Asia-Pacific Partnership on Clean Development and Climate",Country,,"Republic of Korea",,,"Policy support",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2005,,,Unknown,Mitigation,https://www.mfe.govt.nz/more/cabinet-papers-and-related-material-search/cabinet-papers/climate-change/climate-change-and-28,,,,,,
211001016,KOR,Annual,"Energy efficiency label and Standard Programme Republic of Korea (1992)","Energy efficiency label and Standard Programme",Country,,"Republic of Korea",,,"Codes and standards, Comparison label, Monitoring","Buildings, Appliances","""Under this program, manufacturers (importers) are mandated to produce and sell energy efficient products from the outset. This program is Korea’s core energy efficiency standards & labeling scheme. Energy Efficiency Label and Standard Program enables consumers to identify energy efficient products easily by (1) mandatory indication of energy efficiency grade from 1st to 5th grade (2) mandatory reporting, and (3) applying MEPS (Minimum Energy Performance Standard)"" (Kemco, 2011).","Energy efficiency",,"In force",1992,,,High,Mitigation,"http://www.kemco.or.kr/nd_file/kemco_eng/KoreaEnergyStandards&Labeling.pdf
http://www.energy.or.kr/renew_eng/energy/appliances/labeling.aspx",,,,,,
220205909,KOR,Annual,"Food and Rural Affairs’ Business Plan Republic of Korea (2021)","Food and Rural Affairs’ Business Plan",Country,,"Republic of Korea",,,"Target, GHG reduction target","Agriculture and forestry","To reduce GHG emissions from Agriculture to below 19.0 MtCO2e by 2030 compared to 20.4 MtCO2e in 2017","Non-energy use",,"In force",2021,2021,2030,,Mitigation,"https://koreajoongangdaily.joins.com/2021/05/17/national/socialAffairs/Korea-Forest-Service-forestation-tree-planting/20210517190500477.html
https://www.korea.kr/news/policyBriefingView.do?newsId=156488730",27/04/2022,,,,,
211000826,KOR,Annual,"Emissions Standards from Stationary Sources Republic of Korea (2004)","Emissions Standards from Stationary Sources",Country,,"Republic of Korea",,,"Sectoral standards, Industrial air pollution standards",Industry,,"Non-energy use",,"In force",2004,,,Unknown,"Air pollution",http://www.iea-coal.org.uk/documents/82564/7960/South%20Korea,,,,,,
211001510,KOR,Annual,"Industrial Waste Reduction System Republic of Korea (1997)","Industrial Waste Reduction System",Country,,"Republic of Korea",,,"Regulatory Instruments, Sectoral standards","Industry, Waste CH4",,"Non-energy use",,"In force",1997,1997,,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211002562,KOR,Annual,"Methane to Markets Partnership Republic of Korea (2004)","Methane to Markets Partnership",Country,,"Republic of Korea",,,"Research & Development and Deployment (RD&D)","Industry, Fossil fuel exploration and production, Waste CH4",,"Energy efficiency, Non-energy use",,"In force",2004,,,Unknown,Mitigation,http://www.methanetomarkets.org/,,,,,,
211001520,KOR,Annual,"Integrated Energy Supply Act Republic of Korea (1991)","Integrated Energy Supply Act",Country,,"Republic of Korea",,,"Strategic planning, Codes and standards","Electricity and heat",Legislative,"Energy efficiency",,"In force",1991,,,Unknown,Mitigation,https://www.ecolex.org/details/legislation/integrated-energy-supply-act-lex-faoc136743/,,,,,,
211000457,KOR,Annual,"Clean Development Mechanisms Coordination Republic of Korea (2004)","Clean Development Mechanisms Coordination",Country,,"Republic of Korea",,,"Policy support, Institutional creation","Electricity and heat, Renewables",,"Renewables, Energy efficiency",,"In force",2004,,,Unknown,Mitigation,,,,,,,
